group,setting,method,num_runs,accuracy_mean,accuracy_std,loss_mean,loss_std,macro_accuracy_mean,macro_accuracy_std,worst_class_accuracy_mean,worst_class_accuracy_std,mean_client_local_accuracy_mean,mean_client_local_accuracy_std,std_client_local_accuracy_mean,std_client_local_accuracy_std
calibration_sweep,calib_16,regmean_epoch_weighted,1,0.6327,0.0,2.1809735595703126,0.0,0.6260151156023104,0.0,0.30829596412556054,0.0,0.6389890180644052,0.0,0.0785948963324701,0.0
calibration_sweep,calib_16,regmean_equal,1,0.5949,0.0,2.516657000732422,0.0,0.5881571766611249,0.0,0.28699551569506726,0.0,0.5970050866813866,0.0,0.07981083887764828,0.0
calibration_sweep,calib_16,simple_avg,1,0.794,0.0,0.6262754440307617,0.0,0.7897374881189378,0.0,0.3994053518334985,0.0,0.8025745492210462,0.0,0.07916312705686068,0.0
calibration_sweep,calib_16,single_best,1,0.912,0.0,0.29730252799987794,0.0,0.9105274329568482,0.0,0.8171206225680934,0.0,,,,
calibration_sweep,calib_256,centralized,1,0.9751,0.0,0.08252302122116088,0.0,0.9750614776539521,0.0,0.9602713178294574,0.0,0.9940917370387637,0.0,0.0020113112147236377,0.0
calibration_sweep,calib_256,epoch_weighted_avg,1,0.6055,0.0,1.4739314666748047,0.0,0.5994278992372795,0.0,0.017346938775510204,0.0,0.6173313387818639,0.0,0.14880385135803914,0.0
calibration_sweep,calib_256,regmean_epoch_weighted,1,0.823,0.0,0.8659469512939453,0.0,0.8172858486908338,0.0,0.36995515695067266,0.0,0.8291618962474046,0.0,0.07715128215215944,0.0
calibration_sweep,calib_256,regmean_equal,1,0.8438,0.0,0.584973208618164,0.0,0.8400363008226185,0.0,0.5381165919282511,0.0,0.8563436270128397,0.0,0.051215703016001854,0.0
calibration_sweep,calib_256,simple_avg,1,0.794,0.0,0.6262754440307617,0.0,0.7897374881189378,0.0,0.3994053518334985,0.0,0.8025745492210462,0.0,0.07916312705686068,0.0
calibration_sweep,calib_256,single_best,1,0.912,0.0,0.29730252799987794,0.0,0.9105274329568482,0.0,0.8171206225680934,0.0,,,,
calibration_sweep,calib_32,centralized,1,0.9751,0.0,0.08252302122116088,0.0,0.9750614776539521,0.0,0.9602713178294574,0.0,0.9940917370387637,0.0,0.0020113112147236377,0.0
